" VARIABLES = ""X"""," ""Y"""," ""U"""," ""V"""," ""T""",,,
 ZONE I= 76, J= 76, F=POINT ,,,,-1116988741,-1116988702
0.6267,3.07E-01,-6.27E+13,-3.88E+14,0.00E+00,,NO,NO
0.64,3.07E-01,-1.23E+14,-4.17E+14,0.00E+00,,NO,NO
0.6533,3.07E-01,-1.92E+14,-4.42E+14,0.00E+00,,NO,NO
0.6667,3.07E-01,-2.69E+14,-4.62E+14,0.00E+00,,NO,NO
0.68,3.07E-01,-3.56E+14,-4.76E+14,0.00E+00,,NO,NO
0.6933,3.07E-01,-4.52E+14,-4.83E+14,0.00E+00,,NO,NO
0.7067,3.07E-01,-5.58E+14,-4.81E+14,0.00E+00,,NO,NO
0.72,3.07E-01,-6.73E+14,-4.68E+14,0.00E+00,,NO,NO
0.7333,3.07E-01,-7.98E+14,-4.43E+14,0.00E+00,,NO,NO
0.7467,3.07E-01,-9.32E+14,-4.02E+14,0.00E+00,,NO,NO
0.76,3.07E-01,-1.07E+15,-3.42E+14,0.00E+00,,NO,NO
0.7733,3.07E-01,-1.22E+15,-2.62E+14,0.00E+00,,NO,NO
0.7867,3.07E-01,-1.37E+15,-1.59E+14,-1.20E-04,,NO,NO
0.8,3.07E-01,-1.52E+15,-2.91E+13,2.64E-04,,NO,NO
0.8133,3.07E-01,-1.67E+15,1.29E+14,-2.25E-03,,NO,NO
0.8267,3.07E-01,-1.81E+15,3.17E+14,3.91E-03,,NO,NO
0.84,3.07E-01,-1.93E+15,5.36E+14,-1.79E-02,,NO,NO
0.8533,3.07E-01,-2.02E+15,7.86E+14,2.45E-02,,NO,NO
0.8667,3.07E-01,-2.09E+15,1.06E+15,-8.02E-02,,NO,NO
0.88,3.07E-01,-2.12E+15,1.37E+15,8.24E-02,,NO,NO
0.8933,3.07E-01,-2.10E+15,1.68E+15,-2.20E-01,,NO,NO
0.9067,3.07E-01,-2.03E+15,2.01E+15,1.48E-01,,NO,NO
0.92,3.07E-01,-1.89E+15,2.34E+15,-3.79E-01,,NO,NO
0.9333,3.07E-01,-1.70E+15,2.64E+15,8.22E-02,,NO,NO
0.9467,3.07E-01,-1.45E+15,2.92E+15,-4.03E-01,,NO,NO
0.96,3.07E-01,-1.14E+15,3.16E+15,-2.30E-01,,NO,NO
0.9733,3.07E-01,-7.88E+14,3.34E+15,-2.68E-01,,NO,NO
0.9867,3.07E-01,-4.03E+14,3.45E+15,-6.42E-01,,NO,-42.69
1,3.07E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,3.20E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,3.20E-01,-2.89E+14,-2.80E+15,4.81E-01,,5.82,NO
0.02667,3.20E-01,-5.67E+14,-2.72E+15,3.30E-01,,NO,NO
0.04,3.20E-01,-8.23E+14,-2.59E+15,1.00E-01,,NO,NO
0.05333,3.20E-01,-1.05E+15,-2.43E+15,3.38E-01,,NO,NO
0.06667,3.20E-01,-1.24E+15,-2.22E+15,-1.01E-01,,NO,NO
0.08,3.20E-01,-1.38E+15,-2.00E+15,2.51E-01,,NO,NO
0.09333,3.20E-01,-1.49E+15,-1.76E+15,-1.07E-01,,NO,NO
0.1067,3.20E-01,-1.55E+15,-1.51E+15,1.24E-01,,NO,NO
0.12,3.20E-01,-1.57E+15,-1.27E+15,-4.97E-02,,NO,NO
0.1333,3.20E-01,-1.56E+15,-1.04E+15,3.99E-02,,NO,NO
0.1467,3.20E-01,-1.52E+15,-8.23E+14,-1.31E-02,,NO,NO
0.16,3.20E-01,-1.46E+15,-6.25E+14,8.16E-03,,NO,NO
0.1733,3.20E-01,-1.37E+15,-4.47E+14,-1.92E-03,,NO,NO
0.1867,3.20E-01,-1.27E+15,-2.91E+14,9.62E-04,,NO,NO
0.2,3.20E-01,-1.17E+15,-1.56E+14,-1.23E-04,,NO,NO
0.2133,3.20E-01,-1.06E+15,-4.31E+13,5.02E-05,,NO,NO
0.2267,3.20E-01,-9.43E+14,5.02E+13,0.00E+00,,NO,NO
0.24,3.20E-01,-8.31E+14,1.25E+14,0.00E+00,,NO,NO
0.2533,3.20E-01,-7.22E+14,1.84E+14,0.00E+00,,NO,NO
0.2667,3.20E-01,-6.18E+14,2.27E+14,0.00E+00,,NO,NO
0.28,3.20E-01,-5.20E+14,2.58E+14,0.00E+00,,NO,NO
0.2933,3.20E-01,-4.28E+14,2.78E+14,0.00E+00,,NO,NO
0.3067,3.20E-01,-3.44E+14,2.88E+14,0.00E+00,,NO,NO
0.32,3.20E-01,-2.67E+14,2.89E+14,0.00E+00,,NO,NO
0.3333,3.20E-01,-1.97E+14,2.84E+14,0.00E+00,,NO,NO
0.3467,3.20E-01,-1.35E+14,2.74E+14,0.00E+00,,NO,NO
0.36,3.20E-01,-7.90E+13,2.58E+14,0.00E+00,,NO,NO
0.3733,3.20E-01,-3.01E+13,2.39E+14,0.00E+00,,NO,NO
0.3867,3.20E-01,1.25E+13,2.16E+14,0.00E+00,,NO,NO
0.4,3.20E-01,4.91E+13,1.91E+14,0.00E+00,,NO,NO
0.4133,3.20E-01,8.00E+13,1.64E+14,0.00E+00,,NO,NO
0.4267,3.20E-01,1.06E+14,1.35E+14,0.00E+00,,NO,NO
0.44,3.20E-01,1.26E+14,1.04E+14,0.00E+00,,NO,NO
0.4533,3.20E-01,1.42E+14,7.30E+13,0.00E+00,,NO,NO
0.4667,3.20E-01,1.53E+14,4.08E+13,0.00E+00,,NO,NO
0.48,3.20E-01,1.59E+14,8.05E+12,0.00E+00,,NO,NO
0.4933,3.20E-01,1.61E+14,-2.51E+13,0.00E+00,,NO,NO
0.5067,3.20E-01,1.58E+14,-5.85E+13,0.00E+00,,NO,NO
0.52,3.20E-01,1.51E+14,-9.20E+13,0.00E+00,,NO,NO
0.5333,3.20E-01,1.39E+14,-1.25E+14,0.00E+00,,NO,NO
0.5467,3.20E-01,1.23E+14,-1.58E+14,0.00E+00,,NO,NO
0.56,3.20E-01,1.01E+14,-1.91E+14,0.00E+00,,NO,NO
0.5733,3.20E-01,7.46E+13,-2.22E+14,0.00E+00,,NO,NO
0.5867,3.20E-01,4.27E+13,-2.53E+14,0.00E+00,,NO,NO
0.6,3.20E-01,4.96E+12,-2.82E+14,0.00E+00,,NO,NO
0.6133,3.20E-01,-3.88E+13,-3.09E+14,0.00E+00,,NO,NO
0.6267,3.20E-01,-8.91E+13,-3.33E+14,0.00E+00,,NO,NO
0.64,3.20E-01,-1.46E+14,-3.54E+14,0.00E+00,,NO,NO
0.6533,3.20E-01,-2.11E+14,-3.71E+14,0.00E+00,,NO,NO
0.6667,3.20E-01,-2.83E+14,-3.83E+14,0.00E+00,,NO,NO
0.68,3.20E-01,-3.63E+14,-3.88E+14,0.00E+00,,NO,NO
0.6933,3.20E-01,-4.50E+14,-3.87E+14,0.00E+00,,NO,NO
0.7067,3.20E-01,-5.46E+14,-3.76E+14,0.00E+00,,NO,NO
0.72,3.20E-01,-6.50E+14,-3.55E+14,0.00E+00,,NO,NO
0.7333,3.20E-01,-7.61E+14,-3.21E+14,0.00E+00,,NO,NO
0.7467,3.20E-01,-8.79E+14,-2.73E+14,0.00E+00,,NO,NO
0.76,3.20E-01,-1.00E+15,-2.08E+14,0.00E+00,,NO,NO
0.7733,3.20E-01,-1.13E+15,-1.25E+14,0.00E+00,,NO,NO
0.7867,3.20E-01,-1.26E+15,-2.12E+13,-1.14E-04,,NO,NO
0.8,3.20E-01,-1.38E+15,1.05E+14,2.45E-04,,NO,NO
0.8133,3.20E-01,-1.50E+15,2.56E+14,-2.10E-03,,NO,NO
0.8267,3.20E-01,-1.61E+15,4.31E+14,3.57E-03,,NO,NO
0.84,3.20E-01,-1.70E+15,6.30E+14,-1.65E-02,,NO,NO
0.8533,3.20E-01,-1.77E+15,8.54E+14,2.21E-02,,NO,NO
0.8667,3.20E-01,-1.82E+15,1.10E+15,-7.32E-02,,NO,NO
0.88,3.20E-01,-1.83E+15,1.36E+15,7.31E-02,,NO,NO
0.8933,3.20E-01,-1.80E+15,1.63E+15,-2.00E-01,,NO,NO
0.9067,3.20E-01,-1.72E+15,1.91E+15,1.29E-01,,NO,NO
0.92,3.20E-01,-1.60E+15,2.18E+15,-3.49E-01,,NO,NO
0.9333,3.20E-01,-1.43E+15,2.44E+15,6.90E-02,,NO,NO
0.9467,3.20E-01,-1.21E+15,2.67E+15,-3.88E-01,,NO,NO
0.96,3.20E-01,-9.51E+14,2.86E+15,-2.11E-01,,NO,NO
0.9733,3.20E-01,-6.55E+14,3.00E+15,-2.94E-01,,NO,NO
0.9867,3.20E-01,-3.34E+14,3.09E+15,-5.94E-01,,NO,-28.08
1,3.20E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,3.33E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,3.33E-01,-2.40E+14,-2.54E+15,4.58E-01,,12.57,NO
0.02667,3.33E-01,-4.71E+14,-2.48E+15,3.46E-01,,NO,NO
0.04,3.33E-01,-6.86E+14,-2.37E+15,1.02E-01,,NO,NO
0.05333,3.33E-01,-8.76E+14,-2.24E+15,3.35E-01,,NO,NO
0.06667,3.33E-01,-1.04E+15,-2.07E+15,-8.56E-02,,NO,NO
0.08,3.33E-01,-1.17E+15,-1.88E+15,2.41E-01,,NO,NO
0.09333,3.33E-01,-1.26E+15,-1.68E+15,-9.54E-02,,NO,NO
0.1067,3.33E-01,-1.32E+15,-1.47E+15,1.18E-01,,NO,NO
0.12,3.33E-01,-1.35E+15,-1.26E+15,-4.52E-02,,NO,NO
0.1333,3.33E-01,-1.35E+15,-1.06E+15,3.83E-02,,NO,NO
0.1467,3.33E-01,-1.32E+15,-8.67E+14,-1.21E-02,,NO,NO
0.16,3.33E-01,-1.28E+15,-6.89E+14,7.92E-03,,NO,NO
0.1733,3.33E-01,-1.21E+15,-5.27E+14,-1.81E-03,,NO,NO
0.1867,3.33E-01,-1.13E+15,-3.82E+14,9.47E-04,,NO,NO
0.2,3.33E-01,-1.05E+15,-2.55E+14,-1.18E-04,,NO,NO
0.2133,3.33E-01,-9.55E+14,-1.46E+14,5.02E-05,,NO,NO
0.2267,3.33E-01,-8.59E+14,-5.34E+13,0.00E+00,,NO,NO
0.24,3.33E-01,-7.63E+14,2.28E+13,0.00E+00,,NO,NO
0.2533,3.33E-01,-6.69E+14,8.43E+13,0.00E+00,,NO,NO
0.2667,3.33E-01,-5.78E+14,1.33E+14,0.00E+00,,NO,NO
0.28,3.33E-01,-4.92E+14,1.69E+14,0.00E+00,,NO,NO
0.2933,3.33E-01,-4.11E+14,1.94E+14,0.00E+00,,NO,NO
0.3067,3.33E-01,-3.35E+14,2.11E+14,0.00E+00,,NO,NO
0.32,3.33E-01,-2.65E+14,2.19E+14,0.00E+00,,NO,NO
0.3333,3.33E-01,-2.02E+14,2.21E+14,0.00E+00,,NO,NO
0.3467,3.33E-01,-1.45E+14,2.17E+14,0.00E+00,,NO,NO
0.36,3.33E-01,-9.35E+13,2.08E+14,0.00E+00,,NO,NO
0.3733,3.33E-01,-4.83E+13,1.95E+14,0.00E+00,,NO,NO
0.3867,3.33E-01,-8.68E+12,1.78E+14,0.00E+00,,NO,NO
0.4,3.33E-01,2.55E+13,1.58E+14,0.00E+00,,NO,NO
0.4133,3.33E-01,5.44E+13,1.36E+14,0.00E+00,,NO,NO
0.4267,3.33E-01,7.83E+13,1.12E+14,0.00E+00,,NO,NO
0.44,3.33E-01,9.75E+13,8.69E+13,0.00E+00,,NO,NO
0.4533,3.33E-01,1.12E+14,6.02E+13,0.00E+00,,NO,NO
0.4667,3.33E-01,1.22E+14,3.25E+13,0.00E+00,,NO,NO
0.48,3.33E-01,1.28E+14,4.21E+12,0.00E+00,,NO,NO
0.4933,3.33E-01,1.29E+14,-2.46E+13,0.00E+00,,NO,NO
0.5067,3.33E-01,1.27E+14,-5.36E+13,0.00E+00,,NO,NO
0.52,3.33E-01,1.20E+14,-8.26E+13,0.00E+00,,NO,NO
0.5333,3.33E-01,1.08E+14,-1.11E+14,0.00E+00,,NO,NO
0.5467,3.33E-01,9.21E+13,-1.40E+14,0.00E+00,,NO,NO
0.56,3.33E-01,7.15E+13,-1.67E+14,0.00E+00,,NO,NO
0.5733,3.33E-01,4.61E+13,-1.94E+14,0.00E+00,,NO,NO
0.5867,3.33E-01,1.56E+13,-2.19E+14,0.00E+00,,NO,NO
0.6,3.33E-01,-2.01E+13,-2.42E+14,0.00E+00,,NO,NO
0.6133,3.33E-01,-6.15E+13,-2.63E+14,0.00E+00,,NO,NO
0.6267,3.33E-01,-1.09E+14,-2.81E+14,0.00E+00,,NO,NO
0.64,3.33E-01,-1.62E+14,-2.95E+14,0.00E+00,,NO,NO
0.6533,3.33E-01,-2.22E+14,-3.05E+14,0.00E+00,,NO,NO
0.6667,3.33E-01,-2.88E+14,-3.10E+14,0.00E+00,,NO,NO
0.68,3.33E-01,-3.61E+14,-3.08E+14,0.00E+00,,NO,NO
0.6933,3.33E-01,-4.41E+14,-2.99E+14,0.00E+00,,NO,NO
0.7067,3.33E-01,-5.27E+14,-2.82E+14,0.00E+00,,NO,NO
0.72,3.33E-01,-6.20E+14,-2.54E+14,0.00E+00,,NO,NO
0.7333,3.33E-01,-7.18E+14,-2.14E+14,0.00E+00,,NO,NO
0.7467,3.33E-01,-8.21E+14,-1.61E+14,0.00E+00,,NO,NO
0.76,3.33E-01,-9.27E+14,-9.31E+13,0.00E+00,,NO,NO
0.7733,3.33E-01,-1.04E+15,-8.61E+12,0.00E+00,,NO,NO
0.7867,3.33E-01,-1.14E+15,9.38E+13,-1.08E-04,,NO,NO
0.8,3.33E-01,-1.25E+15,2.16E+14,2.27E-04,,NO,NO
0.8133,3.33E-01,-1.34E+15,3.57E+14,-1.96E-03,,NO,NO
0.8267,3.33E-01,-1.43E+15,5.19E+14,3.27E-03,,NO,NO
0.84,3.33E-01,-1.50E+15,7.01E+14,-1.53E-02,,NO,NO
0.8533,3.33E-01,-1.55E+15,9.01E+14,1.99E-02,,NO,NO
0.8667,3.33E-01,-1.58E+15,1.12E+15,-6.71E-02,,NO,NO
0.88,3.33E-01,-1.58E+15,1.34E+15,6.53E-02,,NO,NO
0.8933,3.33E-01,-1.54E+15,1.58E+15,-1.84E-01,,NO,NO
0.9067,3.33E-01,-1.47E+15,1.81E+15,1.14E-01,,NO,NO
0.92,3.33E-01,-1.36E+15,2.04E+15,-3.24E-01,,NO,NO
0.9333,3.33E-01,-1.21E+15,2.26E+15,5.87E-02,,NO,NO
0.9467,3.33E-01,-1.02E+15,2.45E+15,-3.76E-01,,NO,NO
0.96,3.33E-01,-7.96E+14,2.60E+15,-1.96E-01,,NO,NO
0.9733,3.33E-01,-5.47E+14,2.72E+15,-3.15E-01,,NO,NO
0.9867,3.33E-01,-2.78E+14,2.79E+15,-5.54E-01,,NO,-16.2
1,3.33E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,3.47E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,3.47E-01,-2.00E+14,-2.33E+15,4.40E-01,,18.12,NO
0.02667,3.47E-01,-3.93E+14,-2.28E+15,3.60E-01,,NO,NO
0.04,3.47E-01,-5.73E+14,-2.19E+15,1.03E-01,,NO,NO
0.05333,3.47E-01,-7.34E+14,-2.07E+15,3.32E-01,,NO,NO
0.06667,3.47E-01,-8.72E+14,-1.93E+15,-7.33E-02,,NO,NO
0.08,3.47E-01,-9.84E+14,-1.77E+15,2.33E-01,,NO,NO
0.09333,3.47E-01,-1.07E+15,-1.60E+15,-8.56E-02,,NO,NO
0.1067,3.47E-01,-1.13E+15,-1.42E+15,1.13E-01,,NO,NO
0.12,3.47E-01,-1.16E+15,-1.24E+15,-4.13E-02,,NO,NO
0.1333,3.47E-01,-1.16E+15,-1.07E+15,3.69E-02,,NO,NO
0.1467,3.47E-01,-1.15E+15,-8.97E+14,-1.13E-02,,NO,NO
0.16,3.47E-01,-1.11E+15,-7.37E+14,7.71E-03,,NO,NO
0.1733,3.47E-01,-1.06E+15,-5.89E+14,-1.71E-03,,NO,NO
0.1867,3.47E-01,-1.00E+15,-4.55E+14,9.34E-04,,NO,NO
0.2,3.47E-01,-9.32E+14,-3.36E+14,-1.13E-04,,NO,NO
0.2133,3.47E-01,-8.56E+14,-2.31E+14,5.02E-05,,NO,NO
0.2267,3.47E-01,-7.76E+14,-1.41E+14,0.00E+00,,NO,NO
0.24,3.47E-01,-6.94E+14,-6.47E+13,0.00E+00,,NO,NO
0.2533,3.47E-01,-6.14E+14,-1.48E+12,0.00E+00,,NO,NO
0.2667,3.47E-01,-5.35E+14,4.98E+13,0.00E+00,,NO,NO
0.28,3.47E-01,-4.59E+14,9.01E+13,0.00E+00,,NO,NO
0.2933,3.47E-01,-3.87E+14,1.21E+14,0.00E+00,,NO,NO
0.3067,3.47E-01,-3.20E+14,1.42E+14,0.00E+00,,NO,NO
0.32,3.47E-01,-2.58E+14,1.56E+14,0.00E+00,,NO,NO
0.3333,3.47E-01,-2.01E+14,1.64E+14,0.00E+00,,NO,NO
0.3467,3.47E-01,-1.49E+14,1.65E+14,0.00E+00,,NO,NO
0.36,3.47E-01,-1.02E+14,1.62E+14,0.00E+00,,NO,NO
0.3733,3.47E-01,-6.07E+13,1.54E+14,0.00E+00,,NO,NO
0.3867,3.47E-01,-2.44E+13,1.42E+14,0.00E+00,,NO,NO
0.4,3.47E-01,7.05E+12,1.28E+14,0.00E+00,,NO,NO
0.4133,3.47E-01,3.38E+13,1.11E+14,0.00E+00,,NO,NO
0.4267,3.47E-01,5.59E+13,9.16E+13,0.00E+00,,NO,NO
0.44,3.47E-01,7.36E+13,7.06E+13,0.00E+00,,NO,NO
0.4533,3.47E-01,8.70E+13,4.83E+13,0.00E+00,,NO,NO
0.4667,3.47E-01,9.63E+13,2.50E+13,0.00E+00,,NO,NO
0.48,3.47E-01,1.01E+14,8.31E+11,0.00E+00,,NO,NO
0.4933,3.47E-01,1.03E+14,-2.38E+13,0.00E+00,,NO,NO
0.5067,3.47E-01,9.96E+13,-4.86E+13,0.00E+00,,NO,NO
0.52,3.47E-01,9.27E+13,-7.34E+13,0.00E+00,,NO,NO
0.5333,3.47E-01,8.16E+13,-9.79E+13,0.00E+00,,NO,NO
0.5467,3.47E-01,6.63E+13,-1.22E+14,0.00E+00,,NO,NO
0.56,3.47E-01,4.67E+13,-1.45E+14,0.00E+00,,NO,NO
0.5733,3.47E-01,2.27E+13,-1.67E+14,0.00E+00,,NO,NO
0.5867,3.47E-01,-6.07E+12,-1.87E+14,0.00E+00,,NO,NO
0.6,3.47E-01,-3.96E+13,-2.05E+14,0.00E+00,,NO,NO
0.6133,3.47E-01,-7.83E+13,-2.20E+14,0.00E+00,,NO,NO
0.6267,3.47E-01,-1.22E+14,-2.32E+14,0.00E+00,,NO,NO
0.64,3.47E-01,-1.72E+14,-2.41E+14,0.00E+00,,NO,NO
0.6533,3.47E-01,-2.26E+14,-2.45E+14,0.00E+00,,NO,NO
0.6667,3.47E-01,-2.87E+14,-2.43E+14,0.00E+00,,NO,NO
0.68,3.47E-01,-3.53E+14,-2.36E+14,0.00E+00,,NO,NO
0.6933,3.47E-01,-4.25E+14,-2.21E+14,0.00E+00,,NO,NO
0.7067,3.47E-01,-5.02E+14,-1.97E+14,0.00E+00,,NO,NO
0.72,3.47E-01,-5.84E+14,-1.64E+14,0.00E+00,,NO,NO
0.7333,3.47E-01,-6.70E+14,-1.20E+14,0.00E+00,,NO,NO
0.7467,3.47E-01,-7.60E+14,-6.39E+13,0.00E+00,,NO,NO
0.76,3.47E-01,-8.51E+14,5.71E+12,0.00E+00,,NO,NO
0.7733,3.47E-01,-9.43E+14,8.99E+13,0.00E+00,,NO,NO
0.7867,3.47E-01,-1.03E+15,1.90E+14,-1.02E-04,,NO,NO
0.8,3.47E-01,-1.12E+15,3.06E+14,2.11E-04,,NO,NO
0.8133,3.47E-01,-1.20E+15,4.39E+14,-1.83E-03,,NO,NO
0.8267,3.47E-01,-1.26E+15,5.88E+14,3.00E-03,,NO,NO
0.84,3.47E-01,-1.32E+15,7.53E+14,-1.42E-02,,NO,NO
0.8533,3.47E-01,-1.35E+15,9.32E+14,1.81E-02,,NO,NO
0.8667,3.47E-01,-1.37E+15,1.12E+15,-6.19E-02,,NO,NO
0.88,3.47E-01,-1.36E+15,1.32E+15,5.87E-02,,NO,NO
0.8933,3.47E-01,-1.32E+15,1.52E+15,-1.70E-01,,NO,NO
0.9067,3.47E-01,-1.25E+15,1.73E+15,1.02E-01,,NO,NO
0.92,3.47E-01,-1.15E+15,1.92E+15,-3.04E-01,,NO,NO
0.9333,3.47E-01,-1.02E+15,2.10E+15,5.06E-02,,NO,NO
0.9467,3.47E-01,-8.56E+14,2.26E+15,-3.67E-01,,NO,NO
0.96,3.47E-01,-6.68E+14,2.39E+15,-1.83E-01,,NO,NO
0.9733,3.47E-01,-4.58E+14,2.49E+15,-3.33E-01,,NO,NO
0.9867,3.47E-01,-2.33E+14,2.55E+15,-5.22E-01,,NO,-6.45
1,3.47E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,3.60E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,3.60E-01,-1.67E+14,-2.15E+15,4.24E-01,,22.74,NO
0.02667,3.60E-01,-3.28E+14,-2.11E+15,3.72E-01,,NO,NO
0.04,3.60E-01,-4.79E+14,-2.03E+15,1.04E-01,,NO,NO
0.05333,3.60E-01,-6.15E+14,-1.94E+15,3.31E-01,,NO,NO
0.06667,3.60E-01,-7.33E+14,-1.82E+15,-6.31E-02,,NO,NO
0.08,3.60E-01,-8.30E+14,-1.68E+15,2.26E-01,,NO,NO
0.09333,3.60E-01,-9.05E+14,-1.54E+15,-7.73E-02,,NO,NO
0.1067,3.60E-01,-9.58E+14,-1.38E+15,1.09E-01,,NO,NO
0.12,3.60E-01,-9.89E+14,-1.22E+15,-3.79E-02,,NO,NO
0.1333,3.60E-01,-9.99E+14,-1.07E+15,3.57E-02,,NO,NO
0.1467,3.60E-01,-9.91E+14,-9.17E+14,-1.05E-02,,NO,NO
0.16,3.60E-01,-9.67E+14,-7.73E+14,7.52E-03,,NO,NO
0.1733,3.60E-01,-9.29E+14,-6.38E+14,-1.62E-03,,NO,NO
0.1867,3.60E-01,-8.80E+14,-5.14E+14,9.22E-04,,NO,NO
0.2,3.60E-01,-8.23E+14,-4.02E+14,-1.08E-04,,NO,NO
0.2133,3.60E-01,-7.60E+14,-3.02E+14,5.02E-05,,NO,NO
0.2267,3.60E-01,-6.93E+14,-2.15E+14,0.00E+00,,NO,NO
0.24,3.60E-01,-6.25E+14,-1.39E+14,0.00E+00,,NO,NO
0.2533,3.60E-01,-5.56E+14,-7.53E+13,0.00E+00,,NO,NO
0.2667,3.60E-01,-4.88E+14,-2.20E+13,0.00E+00,,NO,NO
0.28,3.60E-01,-4.22E+14,2.12E+13,0.00E+00,,NO,NO
0.2933,3.60E-01,-3.59E+14,5.54E+13,0.00E+00,,NO,NO
0.3067,3.60E-01,-3.00E+14,8.14E+13,0.00E+00,,NO,NO
0.32,3.60E-01,-2.45E+14,1.00E+14,0.00E+00,,NO,NO
0.3333,3.60E-01,-1.94E+14,1.12E+14,0.00E+00,,NO,NO
0.3467,3.60E-01,-1.48E+14,1.19E+14,0.00E+00,,NO,NO
0.36,3.60E-01,-1.06E+14,1.20E+14,0.00E+00,,NO,NO
0.3733,3.60E-01,-6.81E+13,1.17E+14,0.00E+00,,NO,NO
0.3867,3.60E-01,-3.52E+13,1.10E+14,0.00E+00,,NO,NO
0.4,3.60E-01,-6.62E+12,1.00E+14,0.00E+00,,NO,NO
0.4133,3.60E-01,1.77E+13,8.74E+13,0.00E+00,,NO,NO
0.4267,3.60E-01,3.78E+13,7.25E+13,0.00E+00,,NO,NO
0.44,3.60E-01,5.39E+13,5.57E+13,0.00E+00,,NO,NO
0.4533,3.60E-01,6.61E+13,3.75E+13,0.00E+00,,NO,NO
0.4667,3.60E-01,7.44E+13,1.81E+13,0.00E+00,,NO,NO
0.48,3.60E-01,7.89E+13,-2.06E+12,0.00E+00,,NO,NO
0.4933,3.60E-01,7.97E+13,-2.28E+13,0.00E+00,,NO,NO
0.5067,3.60E-01,7.67E+13,-4.37E+13,0.00E+00,,NO,NO
0.52,3.60E-01,6.99E+13,-6.46E+13,0.00E+00,,NO,NO
0.5333,3.60E-01,5.94E+13,-8.50E+13,0.00E+00,,NO,NO
0.5467,3.60E-01,4.49E+13,-1.05E+14,0.00E+00,,NO,NO
0.56,3.60E-01,2.64E+13,-1.24E+14,0.00E+00,,NO,NO
0.5733,3.60E-01,3.88E+12,-1.41E+14,0.00E+00,,NO,NO
0.5867,3.60E-01,-2.29E+13,-1.57E+14,0.00E+00,,NO,NO
0.6,3.60E-01,-5.41E+13,-1.70E+14,0.00E+00,,NO,NO
0.6133,3.60E-01,-8.98E+13,-1.80E+14,0.00E+00,,NO,NO
0.6267,3.60E-01,-1.30E+14,-1.88E+14,0.00E+00,,NO,NO
0.64,3.60E-01,-1.75E+14,-1.91E+14,0.00E+00,,NO,NO
0.6533,3.60E-01,-2.25E+14,-1.90E+14,0.00E+00,,NO,NO
0.6667,3.60E-01,-2.80E+14,-1.83E+14,0.00E+00,,NO,NO
0.68,3.60E-01,-3.40E+14,-1.70E+14,0.00E+00,,NO,NO
0.6933,3.60E-01,-4.04E+14,-1.50E+14,0.00E+00,,NO,NO
0.7067,3.60E-01,-4.72E+14,-1.22E+14,0.00E+00,,NO,NO
0.72,3.60E-01,-5.44E+14,-8.54E+13,0.00E+00,,NO,NO
0.7333,3.60E-01,-6.19E+14,-3.83E+13,0.00E+00,,NO,NO
0.7467,3.60E-01,-6.96E+14,1.98E+13,0.00E+00,,NO,NO
0.76,3.60E-01,-7.75E+14,8.99E+13,0.00E+00,,NO,NO
0.7733,3.60E-01,-8.52E+14,1.73E+14,0.00E+00,,NO,NO
0.7867,3.60E-01,-9.27E+14,2.69E+14,-9.66E-05,,NO,NO
0.8,3.60E-01,-9.97E+14,3.80E+14,1.96E-04,,NO,NO
0.8133,3.60E-01,-1.06E+15,5.04E+14,-1.72E-03,,NO,NO
0.8267,3.60E-01,-1.11E+15,6.41E+14,2.76E-03,,NO,NO
0.84,3.60E-01,-1.15E+15,7.91E+14,-1.32E-02,,NO,NO
0.8533,3.60E-01,-1.18E+15,9.52E+14,1.65E-02,,NO,NO
0.8667,3.60E-01,-1.19E+15,1.12E+15,-5.74E-02,,NO,NO
0.88,3.60E-01,-1.17E+15,1.30E+15,5.31E-02,,NO,NO
0.8933,3.60E-01,-1.13E+15,1.47E+15,-1.58E-01,,NO,NO
0.9067,3.60E-01,-1.07E+15,1.64E+15,9.16E-02,,NO,NO
0.92,3.60E-01,-9.77E+14,1.81E+15,-2.87E-01,,NO,NO
0.9333,3.60E-01,-8.61E+14,1.96E+15,4.41E-02,,NO,NO
0.9467,3.60E-01,-7.22E+14,2.09E+15,-3.59E-01,,NO,NO
0.96,3.60E-01,-5.62E+14,2.20E+15,-1.72E-01,,NO,NO
0.9733,3.60E-01,-3.85E+14,2.29E+15,-3.48E-01,,NO,NO
0.9867,3.60E-01,-1.95E+14,2.34E+15,-4.95E-01,,NO,1.62
1,3.60E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,3.73E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,3.73E-01,-1.39E+14,-2.00E+15,4.11E-01,,26.64,NO
0.02667,3.73E-01,-2.73E+14,-1.96E+15,3.82E-01,,NO,NO
0.04,3.73E-01,-4.00E+14,-1.90E+15,1.04E-01,,NO,NO
0.05333,3.73E-01,-5.14E+14,-1.82E+15,3.29E-01,,NO,NO
