" VARIABLES = ""X"""," ""Y"""," ""U"""," ""V"""," ""T""",,,
 ZONE I= 76, J= 76, F=POINT ,,,,-1116988741,-1116988702
0.7867,7.73E-01,1.64E+15,-1.43E+15,-5.02E-05,,NO,NO
0.8,7.73E-01,2.00E+15,-1.38E+15,1.60E-04,,NO,NO
0.8133,7.73E-01,2.39E+15,-1.28E+15,-1.09E-03,,NO,NO
0.8267,7.73E-01,2.81E+15,-1.11E+15,2.99E-03,,NO,NO
0.84,7.73E-01,3.25E+15,-8.52E+14,-1.08E-02,,NO,NO
0.8533,7.73E-01,3.70E+15,-4.93E+14,2.49E-02,,NO,NO
0.8667,7.73E-01,4.13E+15,-1.78E+13,-6.23E-02,,NO,NO
0.88,7.73E-01,4.51E+15,5.84E+14,1.16E-01,,NO,NO
0.8933,7.73E-01,4.81E+15,1.32E+15,-2.18E-01,,NO,NO
0.9067,7.73E-01,4.97E+15,2.16E+15,3.10E-01,,NO,NO
0.92,7.73E-01,4.96E+15,3.11E+15,-4.45E-01,,NO,NO
0.9333,7.73E-01,4.72E+15,4.10E+15,4.06E-01,,NO,NO
0.9467,7.73E-01,4.22E+15,5.07E+15,-4.46E-01,,NO,NO
0.96,7.73E-01,3.47E+15,5.96E+15,-3.47E-02,,NO,NO
0.9733,7.73E-01,2.47E+15,6.67E+15,-1.76E-02,,NO,NO
0.9867,7.73E-01,1.29E+15,7.13E+15,-9.31E-01,,NO,-129.39
1,7.73E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,7.87E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,7.87E-01,1.91E+15,-9.65E+15,1.67E+00,,-352.2,NO
0.02667,7.87E-01,3.65E+15,-8.92E+15,-2.38E-01,,NO,NO
0.04,7.87E-01,5.07E+15,-7.82E+15,5.26E-01,,NO,NO
0.05333,7.87E-01,6.10E+15,-6.47E+15,7.99E-01,,NO,NO
0.06667,7.87E-01,6.71E+15,-5.01E+15,-4.35E-01,,NO,NO
0.08,7.87E-01,6.93E+15,-3.57E+15,9.94E-01,,NO,NO
0.09333,7.87E-01,6.83E+15,-2.24E+15,-5.08E-01,,NO,NO
0.1067,7.87E-01,6.48E+15,-1.09E+15,5.54E-01,,NO,NO
0.12,7.87E-01,5.96E+15,-1.29E+14,-2.29E-01,,NO,NO
0.1333,7.87E-01,5.36E+15,6.27E+14,1.77E-01,,NO,NO
0.1467,7.87E-01,4.71E+15,1.20E+15,-5.62E-02,,NO,NO
0.16,7.87E-01,4.06E+15,1.60E+15,3.38E-02,,NO,NO
0.1733,7.87E-01,3.44E+15,1.86E+15,-7.41E-03,,NO,NO
0.1867,7.87E-01,2.88E+15,2.01E+15,3.56E-03,,NO,NO
0.2,7.87E-01,2.36E+15,2.08E+15,-4.15E-04,,NO,NO
0.2133,7.87E-01,1.90E+15,2.08E+15,1.60E-04,,NO,NO
0.2267,7.87E-01,1.51E+15,2.03E+15,0.00E+00,,NO,NO
0.24,7.87E-01,1.16E+15,1.95E+15,0.00E+00,,NO,NO
0.2533,7.87E-01,8.66E+14,1.85E+15,0.00E+00,,NO,NO
0.2667,7.87E-01,6.14E+14,1.74E+15,0.00E+00,,NO,NO
0.28,7.87E-01,4.02E+14,1.62E+15,0.00E+00,,NO,NO
0.2933,7.87E-01,2.23E+14,1.49E+15,0.00E+00,,NO,NO
0.3067,7.87E-01,7.30E+13,1.37E+15,0.00E+00,,NO,NO
0.32,7.87E-01,-5.21E+13,1.24E+15,0.00E+00,,NO,NO
0.3333,7.87E-01,-1.56E+14,1.13E+15,0.00E+00,,NO,NO
0.3467,7.87E-01,-2.42E+14,1.02E+15,0.00E+00,,NO,NO
0.36,7.87E-01,-3.14E+14,9.09E+14,0.00E+00,,NO,NO
0.3733,7.87E-01,-3.72E+14,8.09E+14,0.00E+00,,NO,NO
0.3867,7.87E-01,-4.21E+14,7.13E+14,0.00E+00,,NO,NO
0.4,7.87E-01,-4.60E+14,6.23E+14,0.00E+00,,NO,NO
0.4133,7.87E-01,-4.91E+14,5.37E+14,0.00E+00,,NO,NO
0.4267,7.87E-01,-5.16E+14,4.56E+14,0.00E+00,,NO,NO
0.44,7.87E-01,-5.36E+14,3.78E+14,0.00E+00,,NO,NO
0.4533,7.87E-01,-5.51E+14,3.03E+14,0.00E+00,,NO,NO
0.4667,7.87E-01,-5.62E+14,2.30E+14,0.00E+00,,NO,NO
0.48,7.87E-01,-5.69E+14,1.59E+14,0.00E+00,,NO,NO
0.4933,7.87E-01,-5.73E+14,9.02E+13,0.00E+00,,NO,NO
0.5067,7.87E-01,-5.73E+14,2.16E+13,0.00E+00,,NO,NO
0.52,7.87E-01,-5.70E+14,-4.68E+13,0.00E+00,,NO,NO
0.5333,7.87E-01,-5.64E+14,-1.16E+14,0.00E+00,,NO,NO
0.5467,7.87E-01,-5.55E+14,-1.86E+14,0.00E+00,,NO,NO
0.56,7.87E-01,-5.41E+14,-2.57E+14,0.00E+00,,NO,NO
0.5733,7.87E-01,-5.23E+14,-3.31E+14,0.00E+00,,NO,NO
0.5867,7.87E-01,-5.00E+14,-4.07E+14,0.00E+00,,NO,NO
0.6,7.87E-01,-4.71E+14,-4.86E+14,0.00E+00,,NO,NO
0.6133,7.87E-01,-4.36E+14,-5.69E+14,0.00E+00,,NO,NO
0.6267,7.87E-01,-3.92E+14,-6.56E+14,0.00E+00,,NO,NO
0.64,7.87E-01,-3.39E+14,-7.48E+14,0.00E+00,,NO,NO
0.6533,7.87E-01,-2.75E+14,-8.43E+14,0.00E+00,,NO,NO
0.6667,7.87E-01,-1.97E+14,-9.44E+14,0.00E+00,,NO,NO
0.68,7.87E-01,-1.04E+14,-1.05E+15,0.00E+00,,NO,NO
0.6933,7.87E-01,8.21E+12,-1.16E+15,0.00E+00,,NO,NO
0.7067,7.87E-01,1.42E+14,-1.27E+15,0.00E+00,,NO,NO
0.72,7.87E-01,3.02E+14,-1.38E+15,0.00E+00,,NO,NO
0.7333,7.87E-01,4.92E+14,-1.49E+15,0.00E+00,,NO,NO
0.7467,7.87E-01,7.16E+14,-1.59E+15,0.00E+00,,NO,NO
0.76,7.87E-01,9.79E+14,-1.68E+15,0.00E+00,,NO,NO
0.7733,7.87E-01,1.29E+15,-1.75E+15,0.00E+00,,NO,NO
0.7867,7.87E-01,1.64E+15,-1.79E+15,-5.02E-05,,NO,NO
0.8,7.87E-01,2.05E+15,-1.78E+15,1.64E-04,,NO,NO
0.8133,7.87E-01,2.50E+15,-1.72E+15,-1.11E-03,,NO,NO
0.8267,7.87E-01,3.01E+15,-1.59E+15,3.17E-03,,NO,NO
0.84,7.87E-01,3.55E+15,-1.35E+15,-1.14E-02,,NO,NO
0.8533,7.87E-01,4.12E+15,-9.91E+14,2.75E-02,,NO,NO
0.8667,7.87E-01,4.69E+15,-4.87E+14,-6.79E-02,,NO,NO
0.88,7.87E-01,5.22E+15,1.81E+14,1.34E-01,,NO,NO
0.8933,7.87E-01,5.67E+15,1.03E+15,-2.47E-01,,NO,NO
0.9067,7.87E-01,5.97E+15,2.04E+15,3.76E-01,,NO,NO
0.92,7.87E-01,6.06E+15,3.21E+15,-5.17E-01,,NO,NO
0.9333,7.87E-01,5.86E+15,4.47E+15,5.22E-01,,NO,NO
0.9467,7.87E-01,5.33E+15,5.75E+15,-5.00E-01,,NO,NO
0.96,7.87E-01,4.43E+15,6.92E+15,1.71E-03,,NO,NO
0.9733,7.87E-01,3.18E+15,7.89E+15,9.20E-02,,NO,NO
0.9867,7.87E-01,1.67E+15,8.52E+15,-1.10E+00,,NO,-180.6
1,7.87E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,8.00E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,8.00E-01,2.52E+15,-1.17E+16,2.08E+00,,-473.1,NO
0.02667,8.00E-01,4.78E+15,-1.07E+16,-4.19E-01,,NO,NO
0.04,8.00E-01,6.57E+15,-9.17E+15,6.08E-01,,NO,NO
0.05333,8.00E-01,7.78E+15,-7.34E+15,9.79E-01,,NO,NO
0.06667,8.00E-01,8.41E+15,-5.42E+15,-5.94E-01,,NO,NO
0.08,8.00E-01,8.51E+15,-3.57E+15,1.22E+00,,NO,NO
0.09333,8.00E-01,8.21E+15,-1.93E+15,-6.36E-01,,NO,NO
0.1067,8.00E-01,7.62E+15,-5.56E+14,6.56E-01,,NO,NO
0.12,8.00E-01,6.86E+15,5.33E+14,-2.71E-01,,NO,NO
0.1333,8.00E-01,6.03E+15,1.35E+15,2.01E-01,,NO,NO
0.1467,8.00E-01,5.18E+15,1.92E+15,-6.34E-02,,NO,NO
0.16,8.00E-01,4.37E+15,2.30E+15,3.68E-02,,NO,NO
0.1733,8.00E-01,3.62E+15,2.51E+15,-8.00E-03,,NO,NO
0.1867,8.00E-01,2.95E+15,2.60E+15,3.72E-03,,NO,NO
0.2,8.00E-01,2.36E+15,2.60E+15,-4.29E-04,,NO,NO
0.2133,8.00E-01,1.85E+15,2.53E+15,1.60E-04,,NO,NO
0.2267,8.00E-01,1.41E+15,2.42E+15,0.00E+00,,NO,NO
0.24,8.00E-01,1.04E+15,2.29E+15,0.00E+00,,NO,NO
0.2533,8.00E-01,7.31E+14,2.13E+15,0.00E+00,,NO,NO
0.2667,8.00E-01,4.73E+14,1.97E+15,0.00E+00,,NO,NO
0.28,8.00E-01,2.59E+14,1.81E+15,0.00E+00,,NO,NO
0.2933,8.00E-01,8.25E+13,1.65E+15,0.00E+00,,NO,NO
0.3067,8.00E-01,-6.29E+13,1.50E+15,0.00E+00,,NO,NO
0.32,8.00E-01,-1.82E+14,1.36E+15,0.00E+00,,NO,NO
0.3333,8.00E-01,-2.80E+14,1.22E+15,0.00E+00,,NO,NO
0.3467,8.00E-01,-3.59E+14,1.09E+15,0.00E+00,,NO,NO
0.36,8.00E-01,-4.24E+14,9.72E+14,0.00E+00,,NO,NO
0.3733,8.00E-01,-4.76E+14,8.59E+14,0.00E+00,,NO,NO
0.3867,8.00E-01,-5.18E+14,7.54E+14,0.00E+00,,NO,NO
0.4,8.00E-01,-5.51E+14,6.56E+14,0.00E+00,,NO,NO
0.4133,8.00E-01,-5.78E+14,5.63E+14,0.00E+00,,NO,NO
0.4267,8.00E-01,-5.99E+14,4.76E+14,0.00E+00,,NO,NO
0.44,8.00E-01,-6.15E+14,3.93E+14,0.00E+00,,NO,NO
0.4533,8.00E-01,-6.27E+14,3.14E+14,0.00E+00,,NO,NO
0.4667,8.00E-01,-6.35E+14,2.38E+14,0.00E+00,,NO,NO
0.48,8.00E-01,-6.41E+14,1.64E+14,0.00E+00,,NO,NO
0.4933,8.00E-01,-6.43E+14,9.18E+13,0.00E+00,,NO,NO
0.5067,8.00E-01,-6.43E+14,2.03E+13,0.00E+00,,NO,NO
0.52,8.00E-01,-6.40E+14,-5.11E+13,0.00E+00,,NO,NO
0.5333,8.00E-01,-6.35E+14,-1.23E+14,0.00E+00,,NO,NO
0.5467,8.00E-01,-6.27E+14,-1.96E+14,0.00E+00,,NO,NO
0.56,8.00E-01,-6.15E+14,-2.72E+14,0.00E+00,,NO,NO
0.5733,8.00E-01,-6.00E+14,-3.50E+14,0.00E+00,,NO,NO
0.5867,8.00E-01,-5.81E+14,-4.31E+14,0.00E+00,,NO,NO
0.6,8.00E-01,-5.56E+14,-5.16E+14,0.00E+00,,NO,NO
0.6133,8.00E-01,-5.25E+14,-6.07E+14,0.00E+00,,NO,NO
0.6267,8.00E-01,-4.86E+14,-7.02E+14,0.00E+00,,NO,NO
0.64,8.00E-01,-4.39E+14,-8.04E+14,0.00E+00,,NO,NO
0.6533,8.00E-01,-3.80E+14,-9.12E+14,0.00E+00,,NO,NO
0.6667,8.00E-01,-3.08E+14,-1.03E+15,0.00E+00,,NO,NO
0.68,8.00E-01,-2.20E+14,-1.15E+15,0.00E+00,,NO,NO
0.6933,8.00E-01,-1.13E+14,-1.28E+15,0.00E+00,,NO,NO
0.7067,8.00E-01,1.78E+13,-1.41E+15,0.00E+00,,NO,NO
0.72,8.00E-01,1.76E+14,-1.55E+15,0.00E+00,,NO,NO
0.7333,8.00E-01,3.68E+14,-1.70E+15,0.00E+00,,NO,NO
0.7467,8.00E-01,5.98E+14,-1.84E+15,0.00E+00,,NO,NO
0.76,8.00E-01,8.74E+14,-1.97E+15,0.00E+00,,NO,NO
0.7733,8.00E-01,1.20E+15,-2.09E+15,0.00E+00,,NO,NO
0.7867,8.00E-01,1.59E+15,-2.19E+15,-5.02E-05,,NO,NO
0.8,8.00E-01,2.04E+15,-2.24E+15,1.65E-04,,NO,NO
0.8133,8.00E-01,2.57E+15,-2.24E+15,-1.12E-03,,NO,NO
0.8267,8.00E-01,3.16E+15,-2.16E+15,3.33E-03,,NO,NO
0.84,8.00E-01,3.82E+15,-1.97E+15,-1.19E-02,,NO,NO
0.8533,8.00E-01,4.54E+15,-1.63E+15,3.02E-02,,NO,NO
0.8667,8.00E-01,5.29E+15,-1.12E+15,-7.44E-02,,NO,NO
0.88,8.00E-01,6.02E+15,-3.98E+14,1.56E-01,,NO,NO
0.8933,8.00E-01,6.68E+15,5.64E+14,-2.83E-01,,NO,NO
0.9067,8.00E-01,7.19E+15,1.78E+15,4.61E-01,,NO,NO
0.92,8.00E-01,7.45E+15,3.22E+15,-6.15E-01,,NO,NO
0.9333,8.00E-01,7.35E+15,4.83E+15,6.82E-01,,NO,NO
0.9467,8.00E-01,6.80E+15,6.51E+15,-5.82E-01,,NO,NO
0.96,8.00E-01,5.73E+15,8.10E+15,6.01E-02,,NO,NO
0.9733,8.00E-01,4.17E+15,9.43E+15,2.38E-01,,NO,NO
0.9867,8.00E-01,2.20E+15,1.03E+16,-1.34E+00,,NO,-251.7
1,8.00E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,8.13E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,8.13E-01,3.39E+15,-1.44E+16,2.64E+00,,-643.2,NO
0.02667,8.13E-01,6.38E+15,-1.30E+16,-6.63E-01,,NO,NO
0.04,8.13E-01,8.64E+15,-1.08E+16,6.99E-01,,NO,NO
0.05333,8.13E-01,1.01E+16,-8.31E+15,1.25E+00,,NO,NO
0.06667,8.13E-01,1.06E+16,-5.74E+15,-8.28E-01,,NO,NO
0.08,8.13E-01,1.05E+16,-3.38E+15,1.53E+00,,NO,NO
0.09333,8.13E-01,9.88E+15,-1.35E+15,-8.04E-01,,NO,NO
0.1067,8.13E-01,8.94E+15,2.61E+14,7.84E-01,,NO,NO
0.12,8.13E-01,7.84E+15,1.47E+15,-3.22E-01,,NO,NO
0.1333,8.13E-01,6.71E+15,2.31E+15,2.28E-01,,NO,NO
0.1467,8.13E-01,5.61E+15,2.86E+15,-7.11E-02,,NO,NO
0.16,8.13E-01,4.61E+15,3.16E+15,3.97E-02,,NO,NO
0.1733,8.13E-01,3.71E+15,3.28E+15,-8.53E-03,,NO,NO
0.1867,8.13E-01,2.93E+15,3.28E+15,3.82E-03,,NO,NO
0.2,8.13E-01,2.27E+15,3.18E+15,-4.35E-04,,NO,NO
0.2133,8.13E-01,1.71E+15,3.03E+15,1.57E-04,,NO,NO
0.2267,8.13E-01,1.25E+15,2.84E+15,0.00E+00,,NO,NO
0.24,8.13E-01,8.61E+14,2.63E+15,0.00E+00,,NO,NO
0.2533,8.13E-01,5.46E+14,2.42E+15,0.00E+00,,NO,NO
0.2667,8.13E-01,2.88E+14,2.21E+15,0.00E+00,,NO,NO
0.28,8.13E-01,7.97E+13,2.01E+15,0.00E+00,,NO,NO
0.2933,8.13E-01,-8.91E+13,1.81E+15,0.00E+00,,NO,NO
0.3067,8.13E-01,-2.25E+14,1.63E+15,0.00E+00,,NO,NO
0.32,8.13E-01,-3.34E+14,1.46E+15,0.00E+00,,NO,NO
0.3333,8.13E-01,-4.21E+14,1.30E+15,0.00E+00,,NO,NO
0.3467,8.13E-01,-4.91E+14,1.16E+15,0.00E+00,,NO,NO
0.36,8.13E-01,-5.46E+14,1.03E+15,0.00E+00,,NO,NO
0.3733,8.13E-01,-5.89E+14,9.03E+14,0.00E+00,,NO,NO
0.3867,8.13E-01,-6.23E+14,7.89E+14,0.00E+00,,NO,NO
0.4,8.13E-01,-6.50E+14,6.83E+14,0.00E+00,,NO,NO
0.4133,8.13E-01,-6.70E+14,5.85E+14,0.00E+00,,NO,NO
0.4267,8.13E-01,-6.86E+14,4.92E+14,0.00E+00,,NO,NO
0.44,8.13E-01,-6.97E+14,4.05E+14,0.00E+00,,NO,NO
0.4533,8.13E-01,-7.06E+14,3.23E+14,0.00E+00,,NO,NO
0.4667,8.13E-01,-7.11E+14,2.44E+14,0.00E+00,,NO,NO
0.48,8.13E-01,-7.15E+14,1.67E+14,0.00E+00,,NO,NO
0.4933,8.13E-01,-7.16E+14,9.27E+13,0.00E+00,,NO,NO
0.5067,8.13E-01,-7.16E+14,1.89E+13,0.00E+00,,NO,NO
0.52,8.13E-01,-7.13E+14,-5.48E+13,0.00E+00,,NO,NO
0.5333,8.13E-01,-7.09E+14,-1.29E+14,0.00E+00,,NO,NO
0.5467,8.13E-01,-7.02E+14,-2.05E+14,0.00E+00,,NO,NO
0.56,8.13E-01,-6.93E+14,-2.84E+14,0.00E+00,,NO,NO
0.5733,8.13E-01,-6.82E+14,-3.65E+14,0.00E+00,,NO,NO
0.5867,8.13E-01,-6.66E+14,-4.51E+14,0.00E+00,,NO,NO
0.6,8.13E-01,-6.46E+14,-5.42E+14,0.00E+00,,NO,NO
0.6133,8.13E-01,-6.21E+14,-6.39E+14,0.00E+00,,NO,NO
0.6267,8.13E-01,-5.89E+14,-7.42E+14,0.00E+00,,NO,NO
0.64,8.13E-01,-5.49E+14,-8.54E+14,0.00E+00,,NO,NO
0.6533,8.13E-01,-4.98E+14,-9.74E+14,0.00E+00,,NO,NO
0.6667,8.13E-01,-4.35E+14,-1.10E+15,0.00E+00,,NO,NO
0.68,8.13E-01,-3.56E+14,-1.24E+15,0.00E+00,,NO,NO
0.6933,8.13E-01,-2.57E+14,-1.39E+15,0.00E+00,,NO,NO
0.7067,8.13E-01,-1.35E+14,-1.56E+15,0.00E+00,,NO,NO
0.72,8.13E-01,1.71E+13,-1.73E+15,0.00E+00,,NO,NO
0.7333,8.13E-01,2.04E+14,-1.91E+15,0.00E+00,,NO,NO
0.7467,8.13E-01,4.34E+14,-2.09E+15,0.00E+00,,NO,NO
0.76,8.13E-01,7.16E+14,-2.28E+15,0.00E+00,,NO,NO
0.7733,8.13E-01,1.06E+15,-2.46E+15,0.00E+00,,NO,NO
0.7867,8.13E-01,1.47E+15,-2.63E+15,-5.02E-05,,NO,NO
0.8,8.13E-01,1.97E+15,-2.76E+15,1.65E-04,,NO,NO
0.8133,8.13E-01,2.56E+15,-2.84E+15,-1.13E-03,,NO,NO
0.8267,8.13E-01,3.25E+15,-2.84E+15,3.45E-03,,NO,NO
0.84,8.13E-01,4.04E+15,-2.73E+15,-1.24E-02,,NO,NO
0.8533,8.13E-01,4.93E+15,-2.45E+15,3.30E-02,,NO,NO
0.8667,8.13E-01,5.89E+15,-1.97E+15,-8.16E-02,,NO,NO
0.88,8.13E-01,6.89E+15,-1.22E+15,1.81E-01,,NO,NO
0.8933,8.13E-01,7.85E+15,-1.47E+14,-3.28E-01,,NO,NO
0.9067,8.13E-01,8.66E+15,1.28E+15,5.70E-01,,NO,NO
0.92,8.13E-01,9.20E+15,3.05E+15,-7.49E-01,,NO,NO
0.9333,8.13E-01,9.29E+15,5.13E+15,9.08E-01,,NO,NO
0.9467,8.13E-01,8.77E+15,7.36E+15,-7.12E-01,,NO,NO
0.96,8.13E-01,7.54E+15,9.55E+15,1.57E-01,,NO,NO
0.9733,8.13E-01,5.56E+15,1.14E+16,4.37E-01,,NO,NO
0.9867,8.13E-01,2.96E+15,1.27E+16,-1.68E+00,,NO,-353.1
1,8.13E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,8.27E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,8.27E-01,4.68E+15,-1.81E+16,3.46E+00,,-888.3,NO
0.02667,8.27E-01,8.69E+15,-1.59E+16,-9.97E-01,,NO,NO
0.04,8.27E-01,1.16E+16,-1.28E+16,7.92E-01,,NO,NO
0.05333,8.27E-01,1.32E+16,-9.32E+15,1.66E+00,,NO,NO
0.06667,8.27E-01,1.35E+16,-5.87E+15,-1.18E+00,,NO,NO
0.08,8.27E-01,1.30E+16,-2.83E+15,1.95E+00,,NO,NO
0.09333,8.27E-01,1.19E+16,-3.66E+14,-1.03E+00,,NO,NO
0.1067,8.27E-01,1.04E+16,1.48E+15,9.41E-01,,NO,NO
0.12,8.27E-01,8.86E+15,2.77E+15,-3.81E-01,,NO,NO
0.1333,8.27E-01,7.35E+15,3.58E+15,2.57E-01,,NO,NO
0.1467,8.27E-01,5.96E+15,4.03E+15,-7.91E-02,,NO,NO
0.16,8.27E-01,4.74E+15,4.20E+15,4.23E-02,,NO,NO
0.1733,8.27E-01,3.69E+15,4.18E+15,-8.94E-03,,NO,NO
0.1867,8.27E-01,2.81E+15,4.04E+15,3.85E-03,,NO,NO
0.2,8.27E-01,2.08E+15,3.82E+15,-4.29E-04,,NO,NO
0.2133,8.27E-01,1.48E+15,3.56E+15,1.50E-04,,NO,NO
0.2267,8.27E-01,1.00E+15,3.27E+15,0.00E+00,,NO,NO
0.24,8.27E-01,6.12E+14,2.99E+15,0.00E+00,,NO,NO
0.2533,8.27E-01,3.02E+14,2.71E+15,0.00E+00,,NO,NO
0.2667,8.27E-01,5.52E+13,2.44E+15,0.00E+00,,NO,NO
0.28,8.27E-01,-1.40E+14,2.19E+15,0.00E+00,,NO,NO
0.2933,8.27E-01,-2.94E+14,1.96E+15,0.00E+00,,NO,NO
0.3067,8.27E-01,-4.14E+14,1.75E+15,0.00E+00,,NO,NO
0.32,8.27E-01,-5.08E+14,1.55E+15,0.00E+00,,NO,NO
0.3333,8.27E-01,-5.81E+14,1.38E+15,0.00E+00,,NO,NO
0.3467,8.27E-01,-6.37E+14,1.22E+15,0.00E+00,,NO,NO
0.36,8.27E-01,-6.80E+14,1.07E+15,0.00E+00,,NO,NO
0.3733,8.27E-01,-7.12E+14,9.37E+14,0.00E+00,,NO,NO
0.3867,8.27E-01,-7.36E+14,8.15E+14,0.00E+00,,NO,NO
0.4,8.27E-01,-7.54E+14,7.03E+14,0.00E+00,,NO,NO
0.4133,8.27E-01,-7.67E+14,5.99E+14,0.00E+00,,NO,NO
0.4267,8.27E-01,-7.77E+14,5.03E+14,0.00E+00,,NO,NO
0.44,8.27E-01,-7.83E+14,4.13E+14,0.00E+00,,NO,NO
0.4533,8.27E-01,-7.87E+14,3.28E+14,0.00E+00,,NO,NO
0.4667,8.27E-01,-7.90E+14,2.47E+14,0.00E+00,,NO,NO
0.48,8.27E-01,-7.91E+14,1.69E+14,0.00E+00,,NO,NO
0.4933,8.27E-01,-7.91E+14,9.27E+13,0.00E+00,,NO,NO
0.5067,8.27E-01,-7.90E+14,1.74E+13,0.00E+00,,NO,NO
0.52,8.27E-01,-7.88E+14,-5.78E+13,0.00E+00,,NO,NO
0.5333,8.27E-01,-7.85E+14,-1.34E+14,0.00E+00,,NO,NO
0.5467,8.27E-01,-7.80E+14,-2.12E+14,0.00E+00,,NO,NO
0.56,8.27E-01,-7.75E+14,-2.92E+14,0.00E+00,,NO,NO
0.5733,8.27E-01,-7.67E+14,-3.77E+14,0.00E+00,,NO,NO
0.5867,8.27E-01,-7.56E+14,-4.66E+14,0.00E+00,,NO,NO
0.6,8.27E-01,-7.42E+14,-5.61E+14,0.00E+00,,NO,NO
0.6133,8.27E-01,-7.24E+14,-6.64E+14,0.00E+00,,NO,NO
0.6267,8.27E-01,-7.01E+14,-7.74E+14,0.00E+00,,NO,NO
0.64,8.27E-01,-6.70E+14,-8.95E+14,0.00E+00,,NO,NO
0.6533,8.27E-01,-6.29E+14,-1.03E+15,0.00E+00,,NO,NO
0.6667,8.27E-01,-5.77E+14,-1.17E+15,0.00E+00,,NO,NO
0.68,8.27E-01,-5.11E+14,-1.33E+15,0.00E+00,,NO,NO
0.6933,8.27E-01,-4.25E+14,-1.50E+15,0.00E+00,,NO,NO
0.7067,8.27E-01,-3.16E+14,-1.69E+15,0.00E+00,,NO,NO
0.72,8.27E-01,-1.77E+14,-1.89E+15,0.00E+00,,NO,NO
0.7333,8.27E-01,-1.91E+12,-2.11E+15,0.00E+00,,NO,NO
0.7467,8.27E-01,2.19E+14,-2.35E+15,0.00E+00,,NO,NO
0.76,8.27E-01,4.97E+14,-2.60E+15,0.00E+00,,NO,NO
0.7733,8.27E-01,8.44E+14,-2.85E+15,0.00E+00,,NO,NO
0.7867,8.27E-01,1.27E+15,-3.10E+15,-5.02E-05,,NO,NO
0.8,8.27E-01,1.80E+15,-3.33E+15,1.61E-04,,NO,NO
0.8133,8.27E-01,2.45E+15,-3.52E+15,-1.13E-03,,NO,NO
0.8267,8.27E-01,3.23E+15,-3.64E+15,3.52E-03,,NO,NO
0.84,8.27E-01,4.16E+15,-3.65E+15,-1.28E-02,,NO,NO
0.8533,8.27E-01,5.24E+15,-3.48E+15,3.57E-02,,NO,NO
0.8667,8.27E-01,6.47E+15,-3.08E+15,-8.93E-02,,NO,NO
0.88,8.27E-01,7.79E+15,-2.35E+15,2.09E-01,,NO,NO
0.8933,8.27E-01,9.15E+15,-1.21E+15,-3.84E-01,,NO,NO
0.9067,8.27E-01,1.04E+16,4.23E+14,7.11E-01,,NO,NO
0.92,8.27E-01,1.14E+16,2.59E+15,-9.37E-01,,NO,NO
0.9333,8.27E-01,1.18E+16,5.26E+15,1.23E+00,,NO,NO
0.9467,8.27E-01,1.15E+16,8.26E+15,-9.23E-01,,NO,NO
0.96,8.27E-01,1.01E+16,1.13E+16,3.22E-01,,NO,NO
0.9733,8.27E-01,7.57E+15,1.40E+16,7.09E-01,,NO,NO
0.9867,8.27E-01,4.07E+15,1.59E+16,-2.17E+00,,NO,-501.9
1,8.27E-01,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,8.40E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,8.40E-01,6.63E+15,-2.31E+16,4.68E+00,,-1252.8,NO
0.02667,8.40E-01,1.21E+16,-1.99E+16,-1.46E+00,,NO,NO
0.04,8.40E-01,1.58E+16,-1.53E+16,8.62E-01,,NO,NO
0.05333,8.40E-01,1.75E+16,-1.03E+16,2.31E+00,,NO,NO
0.06667,8.40E-01,1.74E+16,-5.59E+15,-1.72E+00,,NO,NO
0.08,8.40E-01,1.61E+16,-1.70E+15,2.53E+00,,NO,NO
0.09333,8.40E-01,1.42E+16,1.24E+15,-1.33E+00,,NO,NO
0.1067,8.40E-01,1.20E+16,3.27E+15,1.13E+00,,NO,NO
0.12,8.40E-01,9.84E+15,4.54E+15,-4.50E-01,,NO,NO
0.1333,8.40E-01,7.86E+15,5.21E+15,2.87E-01,,NO,NO
0.1467,8.40E-01,6.14E+15,5.47E+15,-8.67E-02,,NO,NO
0.16,8.40E-01,4.69E+15,5.43E+15,4.42E-02,,NO,NO
0.1733,8.40E-01,3.50E+15,5.21E+15,-9.12E-03,,NO,NO
0.1867,8.40E-01,2.53E+15,4.89E+15,3.76E-03,,NO,NO
0.2,8.40E-01,1.76E+15,4.50E+15,-4.07E-04,,NO,NO
0.2133,8.40E-01,1.14E+15,4.11E+15,1.36E-04,,NO,NO
0.2267,8.40E-01,6.61E+14,3.71E+15,0.00E+00,,NO,NO
0.24,8.40E-01,2.86E+14,3.33E+15,0.00E+00,,NO,NO
0.2533,8.40E-01,-5.35E+12,2.98E+15,0.00E+00,,NO,NO
